trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
6S-ob_T04,12:18:00,12:18:00,100,16,West Side - W Union - The Plains,,,5.1,1
6S-ob_T04,12:20:00,12:20:00,106,17,West Side - W Union - The Plains,,,6.067,1
6S-ob_T04,12:20:00,12:20:00,107,18,West Side - W Union - The Plains,,,6.322,1
6S-ob_T04,12:23:00,12:23:00,97,19,West Side - W Union - The Plains,,,7.502,1
6S-ob_T04,12:27:00,12:27:00,108,20,West Side - W Union - The Plains,,,12.015,1
6S-ob_T04,12:29:00,12:29:00,93,21,Chauncey - Columbus Rd - Uptown,,,12.858,1
6S-ob_T05,13:02:00,13:02:00,1,1,West Side - W Union - The Plains,,,0,1
6S-ob_T05,13:03:00,13:03:00,2,2,West Side - W Union - The Plains,,,0.168,1
6S-ob_T05,13:05:00,13:05:00,3,3,West Side - W Union - The Plains,,,0.49,1
6S-ob_T05,13:06:00,13:06:00,4,4,West Side - W Union - The Plains,,,0.673,1
6S-ob_T05,13:07:00,13:07:00,28,5,West Side - W Union - The Plains,,,0.864,1
6S-ob_T05,13:07:00,13:07:00,29,6,West Side - W Union - The Plains,,,1.059,1
6S-ob_T05,13:08:00,13:08:00,30,7,West Side - W Union - The Plains,,,1.283,1
6S-ob_T05,13:09:00,13:09:00,102,8,West Side - W Union - The Plains,,,1.721,1
6S-ob_T05,13:09:00,13:09:00,103,9,West Side - W Union - The Plains,,,1.967,1
6S-ob_T05,13:10:00,13:10:00,104,10,West Side - W Union - The Plains,,,2.207,1
6S-ob_T05,13:11:00,13:11:00,52,11,West Side - W Union - The Plains,,,3.024,1
6S-ob_T05,13:12:00,13:12:00,53,12,West Side - W Union - The Plains,,,3.266,1
6S-ob_T05,13:13:00,13:13:00,54,13,West Side - W Union - The Plains,,,3.752,1
6S-ob_T05,13:14:00,13:14:00,55,14,West Side - W Union - The Plains,,,4.123,1
6S-ob_T05,13:15:00,13:15:00,105,15,West Side - W Union - The Plains,,,4.448,1
6S-ob_T05,13:18:00,13:18:00,100,16,West Side - W Union - The Plains,,,5.1,1
6S-ob_T05,13:20:00,13:20:00,106,17,West Side - W Union - The Plains,,,6.067,1
6S-ob_T05,13:20:00,13:20:00,107,18,West Side - W Union - The Plains,,,6.322,1
6S-ob_T05,13:23:00,13:23:00,97,19,West Side - W Union - The Plains,,,7.502,1
6S-ob_T05,13:27:00,13:27:00,108,20,West Side - W Union - The Plains,,,12.015,1
6S-ob_T05,13:29:00,13:29:00,93,21,Chauncey - Columbus Rd - Uptown,,,12.858,1
6S-ob_T06,14:02:00,14:02:00,1,1,West Side - W Union - The Plains,,,0,1
6S-ob_T06,14:03:00,14:03:00,2,2,West Side - W Union - The Plains,,,0.168,1
6S-ob_T06,14:05:00,14:05:00,3,3,West Side - W Union - The Plains,,,0.49,1
6S-ob_T06,14:06:00,14:06:00,4,4,West Side - W Union - The Plains,,,0.673,1
6S-ob_T06,14:07:00,14:07:00,28,5,West Side - W Union - The Plains,,,0.864,1
6S-ob_T06,14:07:00,14:07:00,29,6,West Side - W Union - The Plains,,,1.059,1
6S-ob_T06,14:08:00,14:08:00,30,7,West Side - W Union - The Plains,,,1.283,1
6S-ob_T06,14:09:00,14:09:00,102,8,West Side - W Union - The Plains,,,1.721,1
6S-ob_T06,14:09:00,14:09:00,103,9,West Side - W Union - The Plains,,,1.967,1
6S-ob_T06,14:10:00,14:10:00,104,10,West Side - W Union - The Plains,,,2.207,1
6S-ob_T06,14:11:00,14:11:00,52,11,West Side - W Union - The Plains,,,3.024,1
6S-ob_T06,14:12:00,14:12:00,53,12,West Side - W Union - The Plains,,,3.266,1
6S-ob_T06,14:13:00,14:13:00,54,13,West Side - W Union - The Plains,,,3.752,1
6S-ob_T06,14:14:00,14:14:00,55,14,West Side - W Union - The Plains,,,4.123,1
6S-ob_T06,14:15:00,14:15:00,105,15,West Side - W Union - The Plains,,,4.448,1
6S-ob_T06,14:18:00,14:18:00,100,16,West Side - W Union - The Plains,,,5.1,1
6S-ob_T06,14:20:00,14:20:00,106,17,West Side - W Union - The Plains,,,6.067,1
6S-ob_T06,14:20:00,14:20:00,107,18,West Side - W Union - The Plains,,,6.322,1
6S-ob_T06,14:23:00,14:23:00,97,19,West Side - W Union - The Plains,,,7.502,1
6S-ob_T06,14:27:00,14:27:00,108,20,West Side - W Union - The Plains,,,12.015,1
6S-ob_T06,14:29:00,14:29:00,93,21,Chauncey - Columbus Rd - Uptown,,,12.858,1
6S-ob_T07,15:02:00,15:02:00,1,1,West Side - W Union - The Plains,,,0,1
6S-ob_T07,15:03:00,15:03:00,2,2,West Side - W Union - The Plains,,,0.168,1
6S-ob_T07,15:05:00,15:05:00,3,3,West Side - W Union - The Plains,,,0.49,1
6S-ob_T07,15:06:00,15:06:00,4,4,West Side - W Union - The Plains,,,0.673,1
6S-ob_T07,15:07:00,15:07:00,28,5,West Side - W Union - The Plains,,,0.864,1
6S-ob_T07,15:07:00,15:07:00,29,6,West Side - W Union - The Plains,,,1.059,1
6S-ob_T07,15:08:00,15:08:00,30,7,West Side - W Union - The Plains,,,1.283,1
6S-ob_T07,15:09:00,15:09:00,102,8,West Side - W Union - The Plains,,,1.721,1
6S-ob_T07,15:09:00,15:09:00,103,9,West Side - W Union - The Plains,,,1.967,1
6S-ob_T07,15:10:00,15:10:00,104,10,West Side - W Union - The Plains,,,2.207,1
6S-ob_T07,15:11:00,15:11:00,52,11,West Side - W Union - The Plains,,,3.024,1
6S-ob_T07,15:12:00,15:12:00,53,12,West Side - W Union - The Plains,,,3.266,1
6S-ob_T07,15:13:00,15:13:00,54,13,West Side - W Union - The Plains,,,3.752,1
6S-ob_T07,15:14:00,15:14:00,55,14,West Side - W Union - The Plains,,,4.123,1
6S-ob_T07,15:15:00,15:15:00,105,15,West Side - W Union - The Plains,,,4.448,1
6S-ob_T07,15:18:00,15:18:00,100,16,West Side - W Union - The Plains,,,5.1,1
6S-ob_T07,15:20:00,15:20:00,106,17,West Side - W Union - The Plains,,,6.067,1
6S-ob_T07,15:20:00,15:20:00,107,18,West Side - W Union - The Plains,,,6.322,1
6S-ob_T07,15:23:00,15:23:00,97,19,West Side - W Union - The Plains,,,7.502,1
6S-ob_T07,15:27:00,15:27:00,108,20,West Side - W Union - The Plains,,,12.015,1
6S-ob_T07,15:29:00,15:29:00,93,21,Chauncey - Columbus Rd - Uptown,,,12.858,1
6S-ob_T08,16:02:00,16:02:00,1,1,West Side - W Union - The Plains,,,0,1
6S-ob_T08,16:03:00,16:03:00,2,2,West Side - W Union - The Plains,,,0.168,1
6S-ob_T08,16:05:00,16:05:00,3,3,West Side - W Union - The Plains,,,0.49,1
6S-ob_T08,16:06:00,16:06:00,4,4,West Side - W Union - The Plains,,,0.673,1
6S-ob_T08,16:07:00,16:07:00,28,5,West Side - W Union - The Plains,,,0.864,1
6S-ob_T08,16:07:00,16:07:00,29,6,West Side - W Union - The Plains,,,1.059,1
6S-ob_T08,16:08:00,16:08:00,30,7,West Side - W Union - The Plains,,,1.283,1
6S-ob_T08,16:09:00,16:09:00,102,8,West Side - W Union - The Plains,,,1.721,1
6S-ob_T08,16:09:00,16:09:00,103,9,West Side - W Union - The Plains,,,1.967,1
6S-ob_T08,16:10:00,16:10:00,104,10,West Side - W Union - The Plains,,,2.207,1
6S-ob_T08,16:11:00,16:11:00,52,11,West Side - W Union - The Plains,,,3.024,1
6S-ob_T08,16:12:00,16:12:00,53,12,West Side - W Union - The Plains,,,3.266,1
6S-ob_T08,16:13:00,16:13:00,54,13,West Side - W Union - The Plains,,,3.752,1
6S-ob_T08,16:14:00,16:14:00,55,14,West Side - W Union - The Plains,,,4.123,1
6S-ob_T08,16:15:00,16:15:00,105,15,West Side - W Union - The Plains,,,4.448,1
6S-ob_T08,16:18:00,16:18:00,100,16,West Side - W Union - The Plains,,,5.1,1
6S-ob_T08,16:20:00,16:20:00,106,17,West Side - W Union - The Plains,,,6.067,1
6S-ob_T08,16:20:00,16:20:00,107,18,West Side - W Union - The Plains,,,6.322,1
6S-ob_T08,16:23:00,16:23:00,97,19,West Side - W Union - The Plains,,,7.502,1
6S-ob_T08,16:27:00,16:27:00,108,20,West Side - W Union - The Plains,,,12.015,1
6S-ob_T08,16:29:00,16:29:00,93,21,Chauncey - Columbus Rd - Uptown,,,12.858,1
6S-ib_T01,09:33:00,09:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T01,09:35:00,09:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T01,09:36:00,09:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T01,09:40:00,09:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T01,09:42:00,09:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T01,09:44:00,09:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T01,09:49:00,09:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T01,09:49:00,09:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T01,09:50:00,09:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T01,09:50:00,09:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T01,09:51:00,09:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T01,09:52:00,09:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T01,09:53:00,09:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T01,09:54:00,09:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T01,09:55:00,09:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T01,09:56:00,09:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T01,09:57:00,09:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T02,10:33:00,10:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T02,10:35:00,10:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T02,10:36:00,10:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T02,10:40:00,10:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T02,10:42:00,10:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T02,10:44:00,10:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T02,10:49:00,10:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T02,10:49:00,10:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T02,10:50:00,10:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T02,10:50:00,10:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T02,10:51:00,10:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T02,10:52:00,10:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T02,10:53:00,10:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T02,10:54:00,10:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T02,10:55:00,10:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T02,10:56:00,10:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T02,10:57:00,10:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T03,11:33:00,11:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T03,11:35:00,11:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T03,11:36:00,11:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T03,11:40:00,11:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T03,11:42:00,11:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T03,11:44:00,11:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T03,11:49:00,11:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T03,11:49:00,11:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T03,11:50:00,11:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T03,11:50:00,11:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T03,11:51:00,11:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T03,11:52:00,11:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T03,11:53:00,11:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T03,11:54:00,11:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T03,11:55:00,11:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T03,11:56:00,11:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T03,11:57:00,11:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T04,12:33:00,12:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T04,12:35:00,12:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T04,12:36:00,12:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T04,12:40:00,12:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T04,12:42:00,12:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T04,12:44:00,12:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T04,12:49:00,12:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T04,12:49:00,12:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T04,12:50:00,12:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T04,12:50:00,12:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T04,12:51:00,12:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T04,12:52:00,12:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T04,12:53:00,12:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T04,12:54:00,12:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T04,12:55:00,12:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T04,12:56:00,12:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T04,12:57:00,12:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T05,13:33:00,13:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T05,13:35:00,13:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T05,13:36:00,13:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T05,13:40:00,13:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T05,13:42:00,13:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T05,13:44:00,13:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T05,13:49:00,13:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T05,13:49:00,13:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T05,13:50:00,13:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T05,13:50:00,13:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T05,13:51:00,13:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T05,13:52:00,13:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T05,13:53:00,13:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T05,13:54:00,13:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T05,13:55:00,13:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T05,13:56:00,13:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T05,13:57:00,13:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T06,14:33:00,14:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T06,14:35:00,14:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T06,14:36:00,14:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T06,14:40:00,14:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T06,14:42:00,14:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T06,14:44:00,14:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T06,14:49:00,14:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T06,14:49:00,14:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T06,14:50:00,14:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T06,14:50:00,14:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T06,14:51:00,14:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T06,14:52:00,14:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T06,14:53:00,14:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T06,14:54:00,14:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T06,14:55:00,14:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T06,14:56:00,14:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T06,14:57:00,14:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T07,15:33:00,15:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T07,15:35:00,15:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T07,15:36:00,15:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T07,15:40:00,15:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T07,15:42:00,15:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T07,15:44:00,15:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T07,15:49:00,15:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T07,15:49:00,15:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T07,15:50:00,15:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T07,15:50:00,15:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T07,15:51:00,15:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T07,15:52:00,15:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T07,15:53:00,15:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T07,15:54:00,15:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T07,15:55:00,15:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T07,15:56:00,15:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T07,15:57:00,15:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
6S-ib_T08,16:33:00,16:33:00,93,1,Chauncey - Columbus Rd - Uptown,,,0,1
6S-ib_T08,16:35:00,16:35:00,109,2,Chauncey - Columbus Rd - Uptown,,,0.548,1
6S-ib_T08,16:36:00,16:36:00,110,3,Chauncey - Columbus Rd - Uptown,,,1.283,1
6S-ib_T08,16:40:00,16:40:00,111,4,Chauncey - Columbus Rd - Uptown,,,4.039,1
6S-ib_T08,16:42:00,16:42:00,112,5,Chauncey - Columbus Rd - Uptown,,,4.525,1
6S-ib_T08,16:44:00,16:44:00,113,6,Chauncey - Columbus Rd - Uptown,,,5.358,1
6S-ib_T08,16:49:00,16:49:00,114,7,Chauncey - Columbus Rd - Uptown,,,10.392,1
6S-ib_T08,16:49:00,16:49:00,115,8,Chauncey - Columbus Rd - Uptown,,,10.805,1
6S-ib_T08,16:50:00,16:50:00,116,9,Chauncey - Columbus Rd - Uptown,,,11.088,1
6S-ib_T08,16:50:00,16:50:00,117,10,Chauncey - Columbus Rd - Uptown,,,11.533,1
6S-ib_T08,16:51:00,16:51:00,118,11,Chauncey - Columbus Rd - Uptown,,,12.949,1
6S-ib_T08,16:52:00,16:52:00,119,12,Chauncey - Columbus Rd - Uptown,,,13.333,1
6S-ib_T08,16:53:00,16:53:00,120,13,Chauncey - Columbus Rd - Uptown,,,13.793,1
6S-ib_T08,16:54:00,16:54:00,29,14,Chauncey - Columbus Rd - Uptown,,,14.078,1
6S-ib_T08,16:55:00,16:55:00,30,15,Chauncey - Columbus Rd - Uptown,,,14.269,1
6S-ib_T08,16:56:00,16:56:00,31,16,Chauncey - Columbus Rd - Uptown,,,14.546,1
6S-ib_T08,16:57:00,16:57:00,1,17,West Side - W Union - The Plains,,,14.72,1
SL1AM_T01,07:10:00,07:10:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T01,07:14:00,07:14:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T01,07:16:00,07:16:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T01,07:17:00,07:17:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T01,07:19:00,07:19:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T01,07:21:00,07:21:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T01,07:22:00,07:22:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T01,07:23:00,07:23:00,31,8,Richland - Summit,,,3.1,1
SL1AM_T01,07:24:00,07:24:00,32,9,Richland - Summit,,,3.422,1
SL1AM_T01,07:27:00,07:27:00,46,10,Richland - Summit,,,4.399,1
SL1AM_T01,07:28:00,07:28:00,121,11,Richland - Summit,,,4.768,1
SL1AM_T02,07:30:00,07:30:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T02,07:34:00,07:34:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T02,07:36:00,07:36:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T02,07:37:00,07:37:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T02,07:39:00,07:39:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T02,07:41:00,07:41:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T02,07:42:00,07:42:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T02,07:43:00,07:43:00,31,8,Richland - Summit,,,3.1,1
SL1AM_T02,07:44:00,07:44:00,32,9,Richland - Summit,,,3.422,1
SL1AM_T02,07:47:00,07:47:00,46,10,Richland - Summit,,,4.399,1
SL1AM_T02,07:48:00,07:48:00,121,11,Richland - Summit,,,4.768,1
SL1AM_T03,07:50:00,07:50:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T03,07:54:00,07:54:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T03,07:56:00,07:56:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T03,07:57:00,07:57:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T03,07:59:00,07:59:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T03,08:01:00,08:01:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T03,08:02:00,08:02:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T03,08:03:00,08:03:00,31,8,Richland - Summit,,,3.1,1
SL1AM_T03,08:04:00,08:04:00,32,9,Richland - Summit,,,3.422,1
SL1AM_T03,08:07:00,08:07:00,46,10,Richland - Summit,,,4.399,1
SL1AM_T03,08:08:00,08:08:00,121,11,Richland - Summit,,,4.768,1
SL1AM_T04,08:10:00,08:10:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T04,08:14:00,08:14:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T04,08:16:00,08:16:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T04,08:17:00,08:17:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T04,08:19:00,08:19:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T04,08:21:00,08:21:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T04,08:22:00,08:22:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T04,08:23:00,08:23:00,31,8,Richland - Summit,,,3.1,1
SL1AM_T04,08:24:00,08:24:00,32,9,Richland - Summit,,,3.422,1
SL1AM_T04,08:27:00,08:27:00,46,10,Richland - Summit,,,4.399,1
SL1AM_T04,08:28:00,08:28:00,121,11,Richland - Summit,,,4.768,1
SL1AM_T05,08:30:00,08:30:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T05,08:34:00,08:34:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T05,08:36:00,08:36:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T05,08:37:00,08:37:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T05,08:39:00,08:39:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T05,08:41:00,08:41:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T05,08:42:00,08:42:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T05,08:43:00,08:43:00,31,8,Richland - Summit,,,3.1,1
SL1AM_T05,08:44:00,08:44:00,32,9,Richland - Summit,,,3.422,1
SL1AM_T05,08:47:00,08:47:00,46,10,Richland - Summit,,,4.399,1
SL1AM_T05,08:48:00,08:48:00,121,11,Richland - Summit,,,4.768,1
SL1AM_T06,08:50:00,08:50:00,121,1,Uptown - Baker,,,0.007,1
SL1AM_T06,08:54:00,08:54:00,37,2,Uptown - Baker,,,1.373,1
SL1AM_T06,08:56:00,08:56:00,1,3,Uptown - Alpha Xi Delta,,,1.78,1
SL1AM_T06,08:57:00,08:57:00,122,4,Uptown - Alpha Xi Delta,,,2.024,1
SL1AM_T06,08:59:00,08:59:00,123,5,Uptown - Alpha Xi Delta,,,2.305,1
SL1AM_T06,09:01:00,09:01:00,124,6,Richland - Summit,,,2.535,1
SL1AM_T06,09:02:00,09:02:00,30,7,Richland - Summit,,,2.844,1
SL1AM_T06,09:03:00,09:03:00,31,8,Richland - Summit,,,3.1,1
