stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
ASPO657,"","via barcellona angolo via monteverdi","","40.927470001762","9.4828700000118",""
ASPO658,"","via masaccio","","40.927390002304","9.4806300000157",""
ASPO659,"","via masaccio (via giotto)","","40.926340001761","9.4807200000117",""
ASPO660,"","via masaccio (via corelli)","","40.925180002303","9.4811900000157",""
ASPO661,"","via masaccio (via cimabue)","","40.923400001761","9.4818400000117",""
ASPO662,"","via vittorio veneto lato agip","","40.921620001761","9.4828300000118",""
ASPO663,"","via vittorio veneto fronte via emilia","","40.921930001761","9.4850400000118",""
ASPO664,"","via vittorio veneto lato via cimabue","","40.922420001762","9.4881900000119",""
ASPO665,"","via vittorio veneto lato via toscana","","40.922930001762","9.491630000012",""
ASPO666,"","via vittorio veneto lato via toti","","40.923290001763","9.493880000012",""
ASPO667,"","via vittorio veneto lato via diaz","","40.923550001763","9.4957700000121",""
ASPO671,"","via cimabue fronte scuole","","40.923130001762","9.4873900000119",""
ASPO672,"","via cimabue (via guido d'arezzo)","","40.923900001762","9.4855000000118",""
ASPO673,"","via val d'aosta","","40.920340001761","9.4825900000118",""
ASPO674,"","via tre venezie direzione centro","","40.917950002301","9.4826700000157",""
ASPO675,"","via bazzoni sircana fronte uffici asl","","40.916000001759","9.4795400000117",""
ASPO676,"","via bazzoni sircana direzione centro","","40.914870001759","9.4778400000116",""
ASPO677,"","via bazzoni","","40.913510001758","9.4755100000116",""
ASPO678,"","via barcellona angolo via de santis","","40.928000001761","9.4798300000117",""
ASPO679,"","via barcellona lato via cambini","","40.928120001761","9.4771300000116",""
ASPO680,"","via barcellona lato via san domenico","","40.928700001761","9.4741800000116",""
ASPO681,"","via barcellona lato via san pietro","","40.929260001761","9.4716600000115",""
ASPO682,"","via barcellona lato via san severino","","40.92927000176","9.4659300000113",""
ASPO683,"","via barcellona lato via san giovanni","","40.92948000176","9.4634000000113",""
ASPO684,"","via santa lucia fronte via san vittore","","40.930200002302","9.459850000015",""
ASPO685,"","via santa lucia fronte via pegaso","","40.930150001759","9.4568700000111",""
ASPO686,"","via santa lucia 4a fermata","","40.930020001759","9.453610000011",""
ASPO687,"","via santa lucia lato via lattea","","40.930100001759","9.451790000011",""
ASPO688,"","via santa lucia fronte via del grano","","40.930030001758","9.4499400000109",""
ASPO689,"","via santa lucia fronte via s.ta mariedda","","40.929970001758","9.4466600000109",""
ASPO691,"","capolinea ospedale giovanni paolo ii","","40.911940001758","9.4722600000115",""
ASPO692,"","sp 38bis capolinea santa mariedda","","40.930140001758","9.4443700000108",""
ASPO701,"","via vittorio veneto lato civico 136","","40.921330002302","9.4810600000157",""
ASPO702,"","via vittorio veneto scuola elementare","","40.92075000176","9.4771100000116",""
ASPO703,"","via vittorio veneto lato via capuana","","40.920180001759","9.4741300000115",""
ASPO705,"","via marco polo 1a fermata","","40.920410001759","9.4717400000115",""
ASPO706,"","via marco polo 2a fermata (ospitone)","","40.923040001759","9.4705400000115",""
ASPO707,"","via vittorio veneto lato via j, cook","","40.919260001759","9.4696700000114",""
ASPO708,"","ss127 lato deposito nieddu trasporti","","40.919370001758","9.4609100000112",""
ASPO709,"","ss127 lato via saligheddu","","40.920000001757","9.4544900000111",""
ASPO710,"","ss127 fronte via maltanedda","","40.920300001757","9.4493200000109",""
ASPO711,"","ss127 lato via del nuraghe","","40.920220001756","9.4470800000109",""
ASPO712,"","ss127 lato via lu caprioni","","40.920020001756","9.4429700000108",""
ASPO713,"","ss127 fronte via monte a telti","","40.918610001755","9.4386100000106",""
ASPO714,"","ss127 fronte via scalpitta","","40.917680001755","9.4370400000106",""
ASPO715,"","ss127 km 6.200 direzione caresi","","40.916020001754","9.4321100000105",""
ASPO716,"","ss127 fronte il botteghino","","40.914910001754","9.4273800000104",""
ASPO717,"","ss127 fronte via santa elisabetta","","40.910910001752","9.4102700000099",""
ASPO718,"","via cant. putzolu fronte via peditoltu","","40.912480001751","9.4046100000098",""
ASPO719,"","via cant. putzolu lato st.zo caprolu","","40.917900001753","9.4079200000099",""
ASPO720,"","via cant. putzolu via rio di lu caprolu","","40.921110001753","9.41011000001",""
ASPO721,"","via cant. putzolu fronte via spiegana","","40.922790001754","9.4098200000099",""
